"","TL0_keTL0_thy","TL0_negroot_thy","TL0_posroot_thy","T0_thy","Ttot_thy","Lss_thy","Dss_thy","SCIM_thy_keTL0","SCIM_thy_keTL_negroot","SCIM_thy_keTL_negroot26","SCIM_thy_keTL_negroot29","SCIM_thy_keTL_negroot31","SCIM_thy_keTL_posroot","AFIR_thy","param.to.change","fold.change.param","TL0_sim","T0_sim","Ttot_sim","L_sim","D_sim","SCIM_sim","time_idx","TLss","param.to.change1","fold.change.param1","param","drug"
"95",0.00214286,9.9989e-08,116.679,0.002,35.5656,0.01,8822.94,36.1271,36.2081,36.282,36.282,36.282,3.10287e-08,36.2797,0.000393639,0.00562341,9.99901e-08,0.00199991,1.20343,0.00999976,8827.81,1.21936,314.9,1.21924e-07,0.000393639,0.00562341,"keDT","VEGFR1"
"96",0.00214286,9.9989e-08,116.679,0.002,9.28318,0.01,8822.94,9.43002,9.45119,9.47047,9.47047,9.47047,8.09924e-09,9.46987,0.0015081,0.0215443,9.99901e-08,0.00199991,1.10511,0.00999978,8827.8,1.11978,314.9,1.11967e-07,0.0015081,0.0215443,"keDT","VEGFR1"
"97",0.00214286,9.9989e-08,116.679,0.002,2.42306,0.01,8822.94,2.46167,2.4672,2.47223,2.47223,2.47223,2.11428e-09,2.47208,0.00577783,0.0825404,9.99901e-08,0.00199991,0.83446,0.00999983,8827.74,0.845667,314.9,8.45584e-08,0.00577783,0.0825404,"keDT","VEGFR1"
"98",0.00214286,9.9989e-08,116.679,0.002,0.632456,0.01,8822.94,0.642826,0.64427,0.645585,0.645585,0.645585,5.5211e-10,0.645545,0.0221359,0.316228,9.99901e-08,0.00199991,0.421936,0.00999991,8827.66,0.4278,314.9,4.27758e-08,0.0221359,0.316228,"keDT","VEGFR1"
"99",0.00214286,9.9989e-08,116.679,0.002,0.165081,0.01,8822.94,0.168078,0.168457,0.168801,0.168801,0.168801,1.4436e-10,0.16879,0.0848069,1.21153,9.99901e-08,0.00199991,0.14515,0.00999997,8827.61,0.147411,314.9,1.47396e-08,0.0848069,1.21153,"keDT","VEGFR1"
"100",0.00214286,9.9989e-08,116.679,0.002,0.0430887,0.01,8822.94,0.0441618,0.0442618,0.0443529,0.0443529,0.0443529,3.79304e-11,0.0443501,0.324911,4.64159,9.99901e-08,0.00199991,0.0414712,0.00999999,8827.58,0.0423991,314.9,4.23949e-09,0.324911,4.64159,"keDT","VEGFR1"
"101",0.00214286,9.9989e-08,116.679,0.002,0.0112468,0.01,8822.94,0.0118176,0.011845,0.01187,0.01187,0.01187,1.01506e-11,0.0118692,1.2448,17.7828,9.99901e-08,0.00199991,0.0111407,0.01,8827.58,0.0116738,314.9,1.16726e-09,1.2448,17.7828,"keDT","VEGFR1"
"102",0.00214286,9.9989e-08,116.679,0.002,0.0029356,0.01,8822.94,0.00337505,0.0033836,0.00339142,0.00339142,0.00339142,2.89959e-12,0.0033912,4.76904,68.1292,9.99901e-08,0.00199991,0.00293246,0.01,8827.58,0.00336274,314.9,3.36241e-10,4.76904,68.1292,"keDT","VEGFR1"
"103",0.00214286,9.9989e-08,116.679,0.002,0.000766237,0.01,8822.94,0.00117085,0.00117477,0.00117838,0.00117838,0.00117838,1.00672e-12,0.00117831,18.2711,261.016,9.99901e-08,0.00199991,0.000767687,0.01,8827.58,0.00117101,314.9,1.17089e-10,18.2711,261.016,"keDT","VEGFR1"
"104",0.00214286,9.9989e-08,116.679,0.002,2e-04,0.01,8822.94,0.000593324,0.000597157,0.000600745,0.000600745,0.000600745,5.11737e-13,0.000600707,70,1000,9.99901e-08,0.00199991,0.00020108,0.01,8827.58,0.000597333,314.9,5.97274e-11,70,1000,"keDT","VEGFR1"
"105",21.4286,9.99937e-08,116.674,0.002,0.2,0.01,8822.94,0.00892499,0.204006,0.204423,0.204423,0.204423,1.7484e-10,0.20441,2.8e-08,1e-04,9.99948e-08,0.00199991,0.17175,0.00999997,8827.63,0.174356,314.9,1.74347e-08,2.8e-08,1e-04,"koff_TL","VEGFR1"
"106",5.59319,9.99937e-08,116.674,0.002,0.2,0.01,8822.94,0.0304246,0.204006,0.204423,0.204423,0.204423,1.7484e-10,0.20441,1.07273e-07,0.000383119,9.99948e-08,0.00199991,0.17175,0.00999997,8827.63,0.174356,314.9,1.74347e-08,1.07273e-07,0.000383119,"koff_TL","VEGFR1"
"107",1.45991,9.99937e-08,116.674,0.002,0.2,0.01,8822.94,0.0819559,0.204006,0.204423,0.204423,0.204423,1.7484e-10,0.20441,4.10984e-07,0.0014678,9.99948e-08,0.00199991,0.17175,0.00999997,8827.63,0.174356,314.9,1.74347e-08,4.10984e-07,0.0014678,"koff_TL","VEGFR1"
"108",0.38106,9.99937e-08,116.674,0.002,0.2,0.01,8822.94,0.146899,0.204006,0.204423,0.204423,0.204423,1.7484e-10,0.20441,1.57456e-06,0.00562341,9.99948e-08,0.00199991,0.17175,0.00999997,8827.63,0.174356,314.9,1.74347e-08,1.57456e-06,0.00562341,"koff_TL","VEGFR1"
"109",0.0994626,9.99936e-08,116.674,0.002,0.2,0.01,8822.94,0.185205,0.204006,0.204423,0.204423,0.204423,1.7484e-10,0.20441,6.03242e-06,0.0215443,9.99947e-08,0.00199991,0.17175,0.00999997,8827.63,0.174356,314.9,1.74347e-08,6.03242e-06,0.0215443,"koff_TL","VEGFR1"
"110",0.0259613,9.99933e-08,116.674,0.002,0.2,0.01,8822.94,0.198731,0.204006,0.204423,0.204423,0.204423,1.74839e-10,0.20441,2.31113e-05,0.0825404,9.99944e-08,0.00199991,0.17175,0.00999997,8827.63,0.174356,314.9,1.74347e-08,2.31113e-05,0.0825404,"koff_TL","VEGFR1"
"111",0.00677631,9.99922e-08,116.676,0.002,0.2,0.01,8822.94,0.202593,0.204006,0.204423,0.204423,0.204423,1.74835e-10,0.20441,8.85438e-05,0.316228,9.99933e-08,0.00199991,0.17175,0.00999997,8827.63,0.174356,314.9,1.74345e-08,8.85438e-05,0.316228,"koff_TL","VEGFR1"
"112",0.00176872,9.99881e-08,116.681,0.002,0.2,0.01,8822.94,0.203626,0.204006,0.204423,0.204423,0.204423,1.74821e-10,0.20441,0.000339228,1.21153,9.99891e-08,0.00199991,0.17175,0.00999997,8827.63,0.174356,314.9,1.74337e-08,0.000339228,1.21153,"koff_TL","VEGFR1"
"113",0.000461665,9.99721e-08,116.699,0.002,0.2,0.01,8822.94,0.203897,0.204006,0.204423,0.204423,0.204423,1.74765e-10,0.20441,0.00129964,4.64159,9.99731e-08,0.00199991,0.17175,0.00999997,8827.63,0.174357,314.9,1.7431e-08,0.00129964,4.64159,"koff_TL","VEGFR1"
"114",0.000120502,9.99108e-08,116.771,0.002,0.2,0.01,8822.94,0.203968,0.204006,0.204423,0.204423,0.204423,1.74551e-10,0.20441,0.00497918,17.7828,9.99119e-08,0.00199991,0.17175,0.00999997,8827.63,0.174357,314.9,1.74203e-08,0.00497918,17.7828,"koff_TL","VEGFR1"
"115",3.14528e-05,9.96768e-08,117.045,0.002,0.2,0.01,8822.94,0.203987,0.204006,0.204423,0.204423,0.204423,1.73734e-10,0.20441,0.0190762,68.1292,9.96779e-08,0.00199991,0.17175,0.00999997,8827.63,0.174359,314.9,1.73797e-08,0.0190762,68.1292,"koff_TL","VEGFR1"
"116",8.20969e-06,9.87905e-08,118.095,0.002,0.2,0.01,8822.94,0.203992,0.204006,0.204423,0.204423,0.204423,1.70658e-10,0.20441,0.0730844,261.016,9.93292e-08,0.00201338,0.17175,0.00999997,8827.63,0.173421,314.9,1.72258e-08,0.0730844,261.016,"koff_TL","VEGFR1"
"117",2.14286e-06,9.55357e-08,122.118,0.002,0.2,0.01,8822.94,0.203993,0.204006,0.204423,0.204423,0.204423,1.59598e-10,0.20441,0.28,1000,9.55369e-08,0.00199992,0.17175,0.00999997,8827.63,0.174388,314.9,1.66605e-08,0.28,1000,"koff_TL","VEGFR1"
"118",2.14286e-07,0,1166720,0.002,0.2,0.01,8822.94,0.203993,Inf,Inf,Inf,Inf,1.74835e-18,0.20441,3e-06,1e-04,1.00006e-11,0.002,0.171751,0.01,8827.63,0.174331,314.9,1.74341e-12,3e-06,1e-04,"kon_TL","VEGFR1"
"119",8.20969e-07,5.17401e-11,304533,0.002,0.2,0.01,8822.94,0.203993,0.151043,0.151352,0.151352,0.151352,2.56623e-17,0.20441,1.14936e-05,0.000383119,3.8314e-11,0.002,0.171751,0.01,8827.63,0.174331,314.9,6.67932e-12,1.14936e-05,0.000383119,"kon_TL","VEGFR1"
"120",3.14528e-06,1.48753e-10,79487.8,0.002,0.2,0.01,8822.94,0.203993,0.201278,0.20169,0.20169,0.20169,3.76671e-16,0.20441,4.4034e-05,0.0014678,1.46788e-10,0.002,0.171751,0.01,8827.63,0.174331,314.9,2.55897e-11,4.4034e-05,0.0014678,"kon_TL","VEGFR1"
"121",1.20502e-05,5.62674e-10,20747.6,0.002,0.2,0.01,8822.94,0.203991,0.203863,0.20428,0.20428,0.20428,5.52877e-15,0.20441,0.000168702,0.00562341,5.62372e-10,0.002,0.171751,0.01,8827.63,0.174331,314.9,9.80391e-11,0.000168702,0.00562341,"kon_TL","VEGFR1"
"122",4.61665e-05,2.15409e-09,5415.45,0.002,0.2,0.01,8822.94,0.203984,0.204017,0.204434,0.204434,0.204434,8.11512e-14,0.20441,0.00064633,0.0215443,2.15455e-09,0.002,0.171751,0.01,8827.63,0.174331,314.9,3.75606e-10,0.00064633,0.0215443,"kon_TL","VEGFR1"
"123",0.000176872,8.25366e-09,1413.52,0.002,0.2,0.01,8822.94,0.203957,0.203993,0.20441,0.20441,0.20441,1.19113e-12,0.20441,0.00247621,0.0825404,8.25446e-09,0.00199999,0.171751,0.01,8827.63,0.174332,314.9,1.43902e-09,0.00247621,0.0825404,"kon_TL","VEGFR1"
"124",0.000677631,3.16207e-08,368.957,0.002,0.2,0.01,8822.94,0.203852,0.203997,0.204414,0.204414,0.204414,1.74832e-11,0.20441,0.00948683,0.316228,3.16239e-08,0.00199997,0.17175,0.00999999,8827.63,0.174334,314.9,5.51313e-09,0.00948683,0.316228,"kon_TL","VEGFR1"
"125",0.00259613,1.21138e-07,96.309,0.002,0.2,0.01,8822.94,0.203455,0.204009,0.204426,0.204426,0.204426,2.56603e-10,0.20441,0.0363458,1.21153,1.21139e-07,0.0019999,0.171749,0.00999996,8827.63,0.174359,314.9,2.11216e-08,0.0363458,1.21153,"kon_TL","VEGFR1"
"126",0.00994626,4.64002e-07,25.1436,0.002,0.2,0.01,8822.94,0.201945,0.204053,0.20447,0.20447,0.20447,3.76561e-09,0.20441,0.139248,4.64159,4.64006e-07,0.0019996,0.171746,0.00999984,8827.63,0.174391,314.9,8.09183e-08,0.139248,4.64159,"kon_TL","VEGFR1"
"127",0.038106,1.77621e-06,6.56829,0.002,0.2,0.01,8822.94,0.196361,0.204221,0.204639,0.204638,0.204639,5.52259e-08,0.20441,0.533484,17.7828,1.77621e-06,0.00199848,0.171732,0.00999938,8827.63,0.174514,314.9,3.09974e-07,0.533484,17.7828,"kon_TL","VEGFR1"
"128",0.145991,6.78358e-06,1.71984,0.002,0.2,0.01,8822.94,0.177554,0.204865,0.205285,0.205283,0.205285,8.0805e-07,0.20441,2.04388,68.1292,6.78358e-06,0.00199419,0.17168,0.00999764,8827.63,0.17498,314.9,1.18699e-06,2.04388,68.1292,"kon_TL","VEGFR1"
"129",0.559319,2.56805e-05,0.4543,0.002,0.2,0.01,8822.94,0.129892,0.207323,0.207752,0.207747,0.207752,1.17195e-05,0.20441,7.83047,261.016,2.56805e-05,0.00197799,0.171479,0.00999096,8827.61,0.176756,314.9,4.53919e-06,7.83047,261.016,"kon_TL","VEGFR1"
"130",2.14286,9.41534e-05,0.123911,0.002,0.2,0.01,8822.94,0.0640352,0.216629,0.217093,0.217071,0.217093,0.000164604,0.20441,30,1000,9.41959e-05,0.001924,0.170717,0.00996561,8827.61,0.183323,314.9,1.72683e-05,30,1000,"kon_TL","VEGFR1"
"131",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.000417091,0.000417119,0.000417121,0.000417121,0.000417121,3.57452e-13,0.000417095,0.0036,1e-04,9.99901e-08,0.00199991,0.199933,0.01,8827.58,0.000414732,314.9,4.14691e-11,0.0036,1e-04,"koff_DT","VEGFR1"
"132",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.00047485,0.000474882,0.000474885,0.000474885,0.000474885,4.06953e-13,0.000474855,0.0137923,0.000383119,9.99901e-08,0.00199991,0.199924,0.01,8827.57,0.00047224,314.9,4.72193e-11,0.0137923,0.000383119,"koff_DT","VEGFR1"
"133",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.000696134,0.000696183,0.000696188,0.000696188,0.000696188,5.96598e-13,0.000696144,0.0528408,0.0014678,9.99901e-08,0.00199991,0.199889,0.01,8827.57,0.000692189,314.9,6.92121e-11,0.0528408,0.0014678,"koff_DT","VEGFR1"
"134",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.0015439,0.00154402,0.00154404,0.00154404,0.00154404,1.32316e-12,0.00154395,0.202443,0.00562341,9.99901e-08,0.00199991,0.199754,0.01,8827.57,0.00153412,314.9,1.53397e-10,0.202443,0.00562341,"koff_DT","VEGFR1"
"135",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.00479156,0.00479211,0.00479234,0.00479234,0.00479234,4.10662e-12,0.00479203,0.775596,0.0215443,9.99901e-08,0.00199991,0.199238,0.01,8827.59,0.00474912,314.9,4.74865e-10,0.775596,0.0215443,"koff_DT","VEGFR1"
"136",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.0172299,0.0172342,0.0172372,0.0172372,0.0172372,1.47689e-11,0.0172361,2.97146,0.0825404,9.99901e-08,0.00199991,0.197285,0.01,8827.58,0.0169126,314.9,1.6911e-09,2.97146,0.0825404,"koff_DT","VEGFR1"
"137",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.0648243,0.0648735,0.0649156,0.0649156,0.0649156,5.55936e-11,0.0649115,11.3842,0.316228,9.99901e-08,0.00199991,0.190126,0.00999999,8827.59,0.0613594,314.9,6.13533e-09,11.3842,0.316228,"koff_DT","VEGFR1"
"138",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.246302,0.246969,0.24758,0.24758,0.24758,2.11641e-10,0.247565,43.615,1.21153,9.99901e-08,0.00199991,0.166728,0.00999996,8827.61,0.204922,314.9,2.04902e-08,43.615,1.21153,"koff_DT","VEGFR1"
"139",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.929112,0.938513,0.947404,0.947403,0.947404,8.04263e-10,0.947344,167.097,4.64159,1.00097e-07,0.00200277,0.112151,0.0099999,8827.68,0.52388,314.9,5.2439e-08,167.097,4.64159,"koff_DT","VEGFR1"
"140",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,3.37469,3.50151,3.62856,3.62855,3.62856,3.00063e-09,3.62833,640.181,17.7828,1.00018e-07,0.00200066,0.0480651,0.00999983,8827.76,0.840012,314.9,8.4016e-08,640.181,17.7828,"koff_DT","VEGFR1"
"141",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,10.7923,12.2041,13.9006,13.9005,13.9006,1.04584e-08,13.8997,2452.65,68.1292,9.99901e-08,0.00199991,0.0156898,0.00999981,8827.81,0.956703,314.9,9.56609e-08,2452.65,68.1292,"koff_DT","VEGFR1"
"142",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,25.3208,34.7492,53.2545,53.2531,53.2545,2.97785e-08,53.2512,9396.57,261.016,9.99911e-08,0.00199997,0.00569221,0.0099998,8827.82,0.988548,314.9,9.8846e-08,9396.57,261.016,"koff_DT","VEGFR1"
"143",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,39.0382,67.1088,204.027,204.006,204.027,5.75092e-08,204.014,36000,1000,9.99897e-08,0.00199994,0.00297196,0.0099998,8827.83,0.997001,314.9,9.96898e-08,36000,1000,"koff_DT","VEGFR1"
"144",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,47.162,95.3375,2044.23,2042.15,2044.23,8.17e-08,2044.1,2e-04,1e-04,9.99901e-08,0.00199991,0.00209736,0.0099998,8827.83,0.99969,314.9,9.99591e-08,2e-04,1e-04,"kon_DT","VEGFR1"
"145",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,44.2702,84.2175,533.577,533.434,533.577,7.21706e-08,533.543,0.000766237,0.000383119,9.99901e-08,0.00199991,0.00237264,0.0099998,8827.82,0.998843,314.9,9.98745e-08,0.000766237,0.000383119,"kon_DT","VEGFR1"
"146",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,35.8488,58.207,139.272,139.262,139.272,4.98808e-08,139.263,0.0029356,0.0014678,9.99901e-08,0.00199991,0.00342297,0.0099998,8827.82,0.995604,314.9,9.95506e-08,0.0029356,0.0014678,"kon_DT","VEGFR1"
"147",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,20.7363,26.6606,36.3522,36.3515,36.3522,2.28469e-08,36.3499,0.0112468,0.00562341,9.99901e-08,0.00199991,0.007384,0.0099998,8827.79,0.983262,314.9,9.83165e-08,0.0112468,0.00562341,"kon_DT","VEGFR1"
"148",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,7.92947,8.6662,9.48849,9.48844,9.48849,7.42655e-09,9.48789,0.0430887,0.0215443,9.99901e-08,0.00199991,0.0216564,0.00999981,8827.73,0.937005,314.9,9.36913e-08,0.0430887,0.0215443,"kon_DT","VEGFR1"
"149",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,2.35565,2.41679,2.47664,2.47664,2.47664,2.07108e-09,2.47649,0.165081,0.0825404,9.99901e-08,0.00199991,0.0639962,0.00999985,8827.74,0.771406,314.9,7.71329e-08,0.165081,0.0825404,"kon_DT","VEGFR1"
"150",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.637862,0.642291,0.646443,0.646443,0.646443,5.50415e-10,0.646402,0.632456,0.316228,9.99901e-08,0.00199991,0.130807,0.00999992,8827.66,0.418366,314.9,4.18324e-08,0.632456,0.316228,"kon_DT","VEGFR1"
"151",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.168134,0.168448,0.168732,0.168732,0.168732,1.44352e-10,0.168721,2.42306,1.21153,9.99901e-08,0.00199991,0.176123,0.00999997,8827.61,0.147623,314.9,1.47608e-08,2.42306,1.21153,"kon_DT","VEGFR1"
"152",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.0439987,0.0440223,0.0440416,0.0440416,0.0440416,3.77251e-11,0.0440389,9.28318,4.64159,9.99901e-08,0.00199991,0.193199,0.00999999,8827.6,0.0423111,314.9,4.23069e-09,9.28318,4.64159,"kon_DT","VEGFR1"
"153",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.0114921,0.0114942,0.0114956,0.0114956,0.0114956,9.85005e-12,0.0114948,35.5656,17.7828,9.99901e-08,0.00199991,0.198181,0.01,8827.58,0.0113317,314.9,1.13306e-09,35.5656,17.7828,"kon_DT","VEGFR1"
"154",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.00300015,0.00300043,0.00300052,0.00300052,0.00300052,2.57124e-12,0.00300033,136.258,68.1292,9.99901e-08,0.00199991,0.199522,0.01,8827.58,0.002978,314.9,2.9777e-10,136.258,68.1292,"kon_DT","VEGFR1"
"155",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.000783122,0.000783177,0.000783184,0.000783184,0.000783184,6.71148e-13,0.000783134,522.031,261.016,9.99901e-08,0.00199991,0.199875,0.01,8827.59,0.000778689,314.9,7.78612e-11,522.031,261.016,"kon_DT","VEGFR1"
"156",0.00214286,9.9989e-08,116.679,0.002,0.2,0.01,8822.94,0.000204409,0.000204423,0.000204423,0.000204423,0.000204423,1.75181e-13,0.00020441,2000,1000,9.99901e-08,0.00199991,0.199967,0.01,8827.57,0.000203345,314.9,2.03325e-11,2000,1000,"kon_DT","VEGFR1"
"157",2.25185e-08,5.07801e-12,230.32,2e-07,2e-05,0.01,8822.94,0.203947,0.203492,0.203908,0.203908,0.203908,4.48651e-15,0.20441,1.4e-06,1e-04,5.06667e-12,1.99996e-07,1.71721e-05,0.01,8845.76,0.173357,314.9,8.78341e-13,1.4e-06,1e-04,"ksynT","VEGFR2"
"158",8.62727e-08,1.94026e-11,230.32,7.66237e-07,7.66237e-05,0.01,8822.94,0.203947,0.20404,0.204457,0.204457,0.204457,1.71887e-14,0.20441,5.36366e-06,0.000383119,1.94114e-11,7.66221e-07,6.58165e-05,0.01,8845.75,0.173996,314.9,3.3775e-12,5.36366e-06,0.000383119,"ksynT","VEGFR2"
"159",3.30527e-07,7.43512e-11,230.32,2.9356e-06,0.00029356,0.01,8822.94,0.203947,0.203995,0.204412,0.204412,0.204412,6.5853e-14,0.20441,2.05492e-05,0.0014678,7.43686e-11,2.93553e-06,0.000252157,0.01,8845.77,0.173996,314.9,1.29398e-11,2.05492e-05,0.0014678,"ksynT","VEGFR2"
"160",1.26631e-06,2.84849e-10,230.32,1.12468e-05,0.00112468,0.01,8822.94,0.203947,0.203998,0.204415,0.204415,0.204415,2.52295e-13,0.20441,7.87278e-05,0.00562341,2.8492e-10,1.12466e-05,0.000966059,0.01,8845.77,0.174006,314.9,4.95779e-11,7.87278e-05,0.00562341,"ksynT","VEGFR2"
"161",4.85147e-06,1.09132e-09,230.32,4.30887e-05,0.00430887,0.01,8822.94,0.203947,0.203997,0.204414,0.204414,0.204414,9.6659e-13,0.20441,0.000301621,0.0215443,1.09158e-09,4.30878e-05,0.00370114,0.01,8845.76,0.174009,314.9,1.89944e-10,0.000301621,0.0215443,"ksynT","VEGFR2"
"162",1.85869e-05,4.181e-09,230.32,0.000165081,0.0165081,0.01,8822.94,0.203947,0.203999,0.204416,0.204416,0.204416,3.70318e-12,0.20441,0.00115557,0.0825404,4.18204e-09,0.000165077,0.0141798,0.01,8845.75,0.173997,314.9,7.27664e-10,0.00115557,0.0825404,"ksynT","VEGFR2"
"163",7.12098e-05,1.60182e-08,230.321,0.000632456,0.0632456,0.01,8822.94,0.203947,0.203998,0.204415,0.204415,0.204415,1.41876e-11,0.20441,0.00442719,0.316228,1.60219e-08,0.000632442,0.0543254,0.00999999,8845.7,0.174001,314.9,2.78783e-09,0.00442719,0.316228,"ksynT","VEGFR2"
"164",0.000272818,6.13682e-08,230.323,0.00242306,0.242306,0.01,8822.94,0.203947,0.204,0.204417,0.204417,0.204417,5.43547e-11,0.20441,0.0169614,1.21153,6.13707e-08,0.002423,0.20813,0.00999998,8845.51,0.174039,314.9,1.06809e-08,0.0169614,1.21153,"ksynT","VEGFR2"
"165",0.00104522,2.35105e-07,230.331,0.00928318,0.928318,0.01,8822.94,0.203947,0.204007,0.204424,0.204424,0.204424,2.08236e-10,0.20441,0.0649822,4.64159,2.35105e-07,0.00928298,0.797378,0.00999992,8844.77,0.174064,314.9,4.09232e-08,0.0649822,4.64159,"ksynT","VEGFR2"
"166",0.00400442,9.0061e-07,230.361,0.0355656,3.55656,0.01,8822.94,0.203947,0.204035,0.204452,0.204452,0.204452,7.97684e-10,0.20441,0.248959,17.7828,9.00615e-07,0.0355648,3.05479,0.00999969,8841.92,0.174131,314.9,1.56825e-07,0.248959,17.7828,"ksynT","VEGFR2"
"167",0.0153417,3.44865e-06,230.479,0.136258,13.6258,0.01,8822.94,0.203947,0.204139,0.204556,0.204556,0.204556,3.05452e-09,0.20441,0.953809,68.1292,3.44864e-06,0.136255,11.7017,0.0099988,8831.02,0.174394,314.9,6.01421e-07,0.953809,68.1292,"ksynT","VEGFR2"
"168",0.0587769,1.31867e-05,230.929,0.522031,52.2031,0.01,8822.94,0.203947,0.204537,0.204955,0.204955,0.204955,1.16796e-08,0.20441,3.65422,261.016,1.31867e-05,0.52202,44.8061,0.00999539,8789.29,0.175399,314.9,2.31293e-06,3.65422,261.016,"ksynT","VEGFR2"
"169",0.225185,5.01462e-05,232.653,2,200,0.01,8822.94,0.203947,0.206064,0.206486,0.206486,0.206486,4.44152e-08,0.20441,14,1000,5.01462e-05,1.99996,171.282,0.00998209,8629.83,0.17932,314.9,8.99221e-06,14,1000,"ksynT","VEGFR2"
"170",0.000225185,5.06537e-08,230.322,0.002,2000,0.01,8822.94,2035.52,2036.05,2040.2,2040.2,2040.2,4.47778e-07,2040.14,7e-06,1e-04,5.06577e-08,0.00199996,1.24298,0.00999987,8845.76,1.25676,314.9,6.36644e-08,7e-06,1e-04,"keDT","VEGFR2"
"171",0.000225185,5.06537e-08,230.322,0.002,522.031,0.01,8822.94,531.302,531.441,532.525,532.525,532.525,1.16877e-07,532.508,2.68183e-05,0.000383119,5.06577e-08,0.00199996,1.24099,0.00999987,8845.76,1.25474,314.9,6.35624e-08,2.68183e-05,0.000383119,"keDT","VEGFR2"
"172",0.000225185,5.06537e-08,230.322,0.002,136.258,0.01,8822.94,138.679,138.715,138.998,138.998,138.998,3.05068e-08,138.993,0.000102746,0.0014678,5.06577e-08,0.00199996,1.23341,0.00999987,8845.76,1.24708,314.9,6.31745e-08,0.000102746,0.0014678,"keDT","VEGFR2"
"173",0.000225185,5.06537e-08,230.322,0.002,35.5656,0.01,8822.94,36.1976,36.207,36.2809,36.2809,36.2809,7.96283e-09,36.2797,0.000393639,0.00562341,5.06577e-08,0.00199996,1.20511,0.00999988,8845.76,1.21848,314.9,6.17257e-08,0.000393639,0.00562341,"keDT","VEGFR2"
"174",0.000225185,5.06537e-08,230.322,0.002,9.28318,0.01,8822.94,9.44843,9.45089,9.47017,9.47017,9.47017,2.07849e-09,9.46987,0.0015081,0.0215443,5.06577e-08,0.00199996,1.10655,0.00999989,8845.74,1.11888,314.9,5.668e-08,0.0015081,0.0215443,"keDT","VEGFR2"
"175",0.000225185,5.06537e-08,230.322,0.002,2.42306,0.01,8822.94,2.46648,2.46712,2.47216,2.47216,2.47216,5.42582e-10,2.47208,0.00577783,0.0825404,5.06577e-08,0.00199996,0.835325,0.00999991,8845.69,0.844759,314.9,4.27936e-08,0.00577783,0.0825404,"keDT","VEGFR2"
"176",0.000225185,5.06537e-08,230.322,0.002,0.632456,0.01,8822.94,0.644082,0.64425,0.645565,0.645565,0.645565,1.41687e-10,0.645545,0.0221359,0.316228,5.06577e-08,0.00199996,0.42217,0.00999996,8845.6,0.427134,314.9,2.16376e-08,0.0221359,0.316228,"keDT","VEGFR2"
"177",0.000225185,5.06537e-08,230.322,0.002,0.165081,0.01,8822.94,0.168407,0.168451,0.168796,0.168796,0.168796,3.70467e-11,0.16879,0.0848069,1.21153,5.06577e-08,0.00199996,0.145181,0.00999999,8845.55,0.14713,314.9,7.45328e-09,0.0848069,1.21153,"keDT","VEGFR2"
"178",0.000225185,5.06537e-08,230.322,0.002,0.0430887,0.01,8822.94,0.0442488,0.0442604,0.0443515,0.0443515,0.0443515,9.73397e-12,0.0443501,0.324911,4.64159,5.06577e-08,0.00199996,0.0414742,0.01,8845.54,0.0423021,314.9,2.14293e-09,0.324911,4.64159,"keDT","VEGFR2"
"179",0.000225185,5.06537e-08,230.322,0.002,0.0112468,0.01,8822.94,0.0118414,0.0118446,0.0118696,0.0118696,0.0118696,2.60493e-12,0.0118692,1.2448,17.7828,5.06577e-08,0.00199996,0.0111409,0.01,8845.52,0.0116493,314.9,5.90126e-10,1.2448,17.7828,"keDT","VEGFR2"
